test;variables_used;mse;r_squared;aic
2890;x1, x2_squared, x3, x3_squared, x4, x4_squared, x6;23.40510672549482;0.9597904574444512;6006.831301095218
2888;x1, x2_squared, x3, x3_squared, x4, x4_squared, x5;23.4055176618261;0.9597897514633978;6006.848858491073
3601;x1, x2_squared, x3, x3_squared, x4, x4_squared, x6, x6_squared;23.359400883350062;0.9598689792399855;6006.876576923615
3598;x1, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6_squared;23.359918634854015;0.9598680897524315;6006.898741266303
1859;x1, x2, x3, x3_squared, x4_squared, x6;23.45576119229391;0.9597034340028462;6006.993210969241
3439;x1, x1_squared, x2_squared, x3, x3_squared, x4_squared, x5, x6;23.362354217743356;0.9598639054658574;6007.0029991605725
2847;x1, x2, x3, x3_squared, x4_squared, x6, x6_squared;23.409932265253847;0.959782167255965;6007.037454497207
1857;x1, x2, x3, x3_squared, x4_squared, x5;23.45699059315638;0.9597013219147931;6007.045623194743
2844;x1, x2, x3, x3_squared, x4_squared, x5, x6_squared;23.411668650102065;0.9597791841787561;6007.111624744062
3527;x1, x2, x2_squared, x3, x3_squared, x4_squared, x6, x6_squared;23.368337555888157;0.9598536262010552;6007.259076609906
2769;x1, x2, x2_squared, x3, x3_squared, x4_squared, x6;23.4156980539358;0.9597722617371357;6007.283720854833
3524;x1, x2, x2_squared, x3, x3_squared, x4_squared, x5, x6_squared;23.36938894206181;0.9598518199389608;6007.304067509233
2767;x1, x2, x2_squared, x3, x3_squared, x4_squared, x5;23.416253967744204;0.959771306687445;6007.307461646511
3865;x1, x1_squared, x2, x3, x3_squared, x4_squared, x5, x6, x6_squared;23.326024563747747;0.9599263191427314;6007.446737740658
4055;x1, x1_squared, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6, x6_squared;23.282585866938664;0.9600009460243084;6007.582759862549
2834;x1, x2, x3, x3_squared, x4, x4_squared, x6;23.422785286354905;0.9597600860022886;6007.586345191394
3383;x1, x1_squared, x2, x3, x3_squared, x4_squared, x5, x6;23.37628422175109;0.9598399739753705;6007.599080042913
2832;x1, x2, x3, x3_squared, x4, x4_squared, x5;23.424026011722162;0.9597579544589446;6007.639314660741
4029;x1, x1_squared, x2, x2_squared, x3, x3_squared, x4_squared, x5, x6, x6_squared;23.285505623658725;0.959995929936005;6007.708157173474
3573;x1, x2, x3, x3_squared, x4, x4_squared, x6, x6_squared;23.379597668927104;0.95983428153411;6007.740813961623
3882;x1, x1_squared, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6;23.333099346228813;0.9599141647966487;6007.749991721548
3570;x1, x2, x3, x3_squared, x4, x4_squared, x5, x6_squared;23.38098042784055;0.959831905979748;6007.799956041132
3514;x1, x2, x2_squared, x3, x3_squared, x4, x4_squared, x6;23.381999847964536;0.9598301546347386;6007.843555491729
3512;x1, x2, x2_squared, x3, x3_squared, x4, x4_squared, x5;23.382687870356715;0.9598289726249328;6007.872980360184
3808;x1, x1_squared, x2, x2_squared, x3, x3_squared, x4_squared, x5, x6;23.33731326887911;0.9599069253550978;6007.930573911661
3922;x1, x2, x2_squared, x3, x3_squared, x4, x4_squared, x6, x6_squared;23.33734124832433;0.9599068772869259;6007.931772825526
3919;x1, x2, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6_squared;23.338148268358403;0.9599054908413616;6007.96635286068
3608;x1, x2_squared, x3, x3_squared, x4_squared, x5, x6, x6_squared;23.390747961685506;0.9598151255363855;6008.217624334491
2899;x1, x2_squared, x3, x3_squared, x4_squared, x5, x6;23.438759200196962;0.9597326431123269;6008.268094571862
4047;x1, x1_squared, x2, x3, x3_squared, x4, x4_squared, x5, x6, x6_squared;23.300440323713897;0.9599702723962011;6008.349324815907
3854;x1, x1_squared, x2, x3, x3_squared, x4, x4_squared, x5, x6;23.348355396034606;0.9598879551838881;6008.4036153257475
4085;x1, x1_squared, x2, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6, x6_squared;23.259286603660744;0.9600409737297693;6008.58154250762
4018;x1, x1_squared, x2, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6;23.30869708760553;0.9599560874278109;6008.70362289721
3597;x1, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6;23.40502863562748;0.959790591601406;6008.827964643967
3955;x1, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6, x6_squared;23.359397177332205;0.959868985606856;6008.8764182715095
2843;x1, x2, x3, x3_squared, x4_squared, x5, x6;23.455081450992008;0.9597046017858915;6008.964230833151
3580;x1, x2, x3, x3_squared, x4_squared, x5, x6, x6_squared;23.409717058285285;0.9597825369775759;6009.028261477966
3929;x1, x2, x2_squared, x3, x3_squared, x4_squared, x5, x6, x6_squared;23.368125342516226;0.9598539907797221;6009.249995333371
3523;x1, x2, x2_squared, x3, x3_squared, x4_squared, x5, x6;23.415013758842854;0.9597734373435101;6009.254496652744
3569;x1, x2, x3, x3_squared, x4, x4_squared, x5, x6;23.422695539339752;0.9597602401860087;6009.582513572481
3947;x1, x2, x3, x3_squared, x4, x4_squared, x5, x6, x6_squared;23.37959667476734;0.9598342832420582;6009.7407714390865
3918;x1, x2, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6;23.381911882019413;0.9598303057586133;6009.839793362263
4064;x1, x2, x2_squared, x3, x3_squared, x4, x4_squared, x5, x6, x6_squared;23.337339630381933;0.9599068800665211;6009.9317034970445
3112;x1_squared, x2_squared, x3, x3_squared, x4_squared, x5_squared, x6_squared;23.70891192161107;0.9592685257094198;6019.728074316425
3056;x1_squared, x2, x3, x3_squared, x4_squared, x5_squared, x6_squared;23.712132158111118;0.9592629934023851;6019.863888977088
3646;x1_squared, x2, x2_squared, x3, x3_squared, x4_squared, x5_squared, x6_squared;23.6782993782499;0.959321117495454;6020.436057049322
2180;x1_squared, x2_squared, x3, x3_squared, x4_squared, x5_squared;23.775590962362916;0.9591539723447153;6020.536530992994
2110;x1_squared, x2, x3, x3_squared, x4_squared, x5_squared;23.775620060357987;0.9591539223548953;6020.537754852258
3720;x1_squared, x2_squared, x3, x3_squared, x4, x4_squared, x5_squared, x6_squared;23.6944532311445;0.959293365473512;6021.1180462786115
2978;x1_squared, x2, x2_squared, x3, x3_squared, x4_squared, x5_squared;23.743429754184383;0.9592092247084006;6021.18291668848
3692;x1_squared, x2, x3, x3_squared, x4, x4_squared, x5_squared, x6_squared;23.698406479020967;0.9592865738664245;6021.2848751178
3727;x1_squared, x2_squared, x3, x3_squared, x4_squared, x5, x5_squared, x6_squared;23.70222043801446;0.9592800215550741;6021.445799529554
3699;x1_squared, x2, x3, x3_squared, x4_squared, x5, x5_squared, x6_squared;23.705149529758163;0.9592749894293718;6021.569370685239
3729;x1_squared, x2_squared, x3, x3_squared, x4_squared, x5_squared, x6, x6_squared;23.70856900686921;0.9592691148306346;6021.713610674108
3099;x1_squared, x2_squared, x3, x3_squared, x4, x4_squared, x5_squared;23.758906815471892;0.9591826354019825;6021.834550395486
3966;x1_squared, x2, x2_squared, x3, x3_squared, x4, x4_squared, x5_squared, x6_squared;23.664225806476118;0.9593452956327205;6021.84151452615
3701;x1_squared, x2, x3, x3_squared, x4_squared, x5_squared, x6, x6_squared;23.71211298781702;0.9592630263365974;6021.863080517448
3043;x1_squared, x2, x3, x3_squared, x4, x4_squared, x5_squared;23.759779319102282;0.9591811364568049;6021.871272944086
3973;x1_squared, x2, x2_squared, x3, x3_squared, x4_squared, x5, x5_squared, x6_squared;23.67152265685175;0.9593327597780824;6022.14981641934
3052;x1_squared, x2, x3, x3_squared, x4_squared, x5, x5_squared;23.770743879181847;0.959162299544404;6022.3326421669035
3108;x1_squared, x2_squared, x3, x3_squared, x4_squared, x5, x5_squared;23.771000633385746;0.9591618584454076;6022.343443377778
3975;x1_squared, x2, x2_squared, x3, x3_squared, x4_squared, x5_squared, x6, x6_squared;23.678153901926553;0.9593213674210999;6022.429913163398
3633;x1_squared, x2, x2_squared, x3, x3_squared, x4, x4_squared, x5_squared;23.727196323986874;0.9592371134426844;6022.498980866628
