Variables;MSE_Val;R2_Val;AIC_Val;BIC_Val
('x1', 'x3', 'x4', 'x5', 'x2^2', 'x3^2', 'x5^2', 'x6^2');20.4590547595703;0.9665051747094275;78.36851120043524;87.33010166242116
('x1', 'x2', 'x3', 'x4', 'x2^2', 'x3^2', 'x4^2', 'x6^2');20.47204437478539;0.9664839085806971;78.38120532878838;87.3427957907743
('x1', 'x3', 'x1^2', 'x3^2', 'x4^2');27.640044254832144;0.9547487181485633;78.38531200027356;84.3597056415975
('x1', 'x3', 'x4', 'x5', 'x1^2', 'x3^2');25.121851054604495;0.9588714130765915;78.47476054729228;85.44488646217022
('x2', 'x3', 'x4', 'x6', 'x1^2', 'x3^2', 'x5^2');22.73533205686298;0.9627785357575449;78.47840385412806;86.44426204255998
('x2', 'x3', 'x4', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x6^2');20.572980465971856;0.9663186596589098;78.47957173986723;87.44116220185315
('x1', 'x3', 'x4', 'x5', 'x6', 'x3^2', 'x6^2');22.770275789361598;0.9627213271411745;78.50911983927443;86.47497802770637
('x3', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2');25.19562430240949;0.9587506341806267;78.53340681294286;85.5035327278208
('x3', 'x4', 'x5', 'x1^2', 'x3^2', 'x5^2', 'x6^2');22.838557188256097;0.9626095393018318;78.56900424801773;86.53486243644966
('x1', 'x3', 'x4', 'x3^2', 'x4^2', 'x5^2', 'x6^2');22.930325415985056;0.962459299674873;78.64920576964744;86.61506395807936
('x1', 'x3', 'x4', 'x6', 'x2^2', 'x3^2', 'x5^2');22.981525216641902;0.9623754772110267;78.69381283398982;86.65967102242175
('x2', 'x3', 'x1^2', 'x3^2', 'x4^2', 'x5^2');25.403026516118366;0.9584110827695427;78.69736642208169;85.66749233695963
('x3', 'x4', 'x1^2', 'x3^2', 'x4^2', 'x5^2');25.406976612030412;0.9584046158152278;78.70047612149267;85.67060203637061
('x1', 'x2', 'x3', 'x5', 'x3^2', 'x4^2');25.449998920030627;0.9583341812469157;78.7343140112317;85.70443992610964
('x1', 'x3', 'x2^2', 'x3^2', 'x4^2', 'x5^2');25.45839545079892;0.9583204347500986;78.74091137573177;85.71103729060971
('x3', 'x4', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x5^2', 'x6^2');20.847510602039176;0.9658692088385942;78.74469091061877;87.70628137260469
('x3', 'x4', 'x6', 'x1^2', 'x3^2', 'x5^2', 'x6^2');23.04581859713006;0.9622702184113363;78.74968694444439;86.71554513287631
('x3', 'x4', 'x5', 'x1^2', 'x3^2', 'x5^2');25.482281372709814;0.9582813295817167;78.75966725033012;85.72979316520806
('x3', 'x5', 'x1^2', 'x3^2', 'x4^2', 'x6^2');25.521491173487174;0.9582171367124884;78.79041776665018;85.76054368152812
('x1', 'x3', 'x5', 'x2^2', 'x3^2', 'x4^2');25.536558217052168;0.9581924694931185;78.80222162064163;85.77234753551957
('x2', 'x3', 'x4', 'x6', 'x1^2', 'x3^2', 'x5^2', 'x6^2');20.910020569091984;0.9657668697789475;78.80456994272942;87.76616040471534
('x1', 'x2', 'x3', 'x4', 'x5', 'x2^2', 'x3^2', 'x6^2');20.918444416447674;0.9657530785604006;78.81262555507138;87.7742160170573
('x2', 'x3', 'x4', 'x1^2', 'x2^2', 'x3^2', 'x4^2');23.13888890683075;0.9621178470628162;78.83029408972263;86.79615227815455
('x1', 'x2', 'x3', 'x4', 'x6', 'x3^2', 'x5^2');23.145270831955976;0.9621073988055727;78.83580951893356;86.80166770736548
('x3', 'x4', 'x6', 'x1^2', 'x3^2', 'x5^2');25.62596361994236;0.9580460981976197;78.87212082864423;85.84224674352217
('x1', 'x2', 'x3', 'x4', 'x2^2', 'x3^2', 'x4^2');23.20929371100994;0.9620025828610576;78.89105578897845;86.85691397741037
('x1', 'x3', 'x4', 'x6', 'x1^2', 'x3^2');25.667787449460462;0.9579776257349788;78.904735981886;85.87486189676395
('x1', 'x3', 'x4', 'x6', 'x2^2', 'x3^2', 'x5^2', 'x6^2');21.01633758985377;0.9655928113936664;78.90600231445424;87.86759277644016
('x1', 'x2', 'x3', 'x4', 'x6', 'x3^2', 'x4^2', 'x6^2');21.039710398512213;0.9655545462757631;78.92823246891025;87.88982293089617
('x1', 'x2', 'x3', 'x3^2', 'x4^2', 'x5^2');25.707686427991916;0.9579123045688307;78.93580059972142;85.90592651459936
('x1', 'x2', 'x3', 'x4', 'x6', 'x3^2', 'x5^2', 'x6^2');21.06365124292522;0.965515351190245;78.95097730073357;87.91256776271948
('x2', 'x3', 'x4', 'x5', 'x1^2', 'x2^2', 'x3^2', 'x6^2');21.096110277824877;0.9654622104310143;78.98177352931003;87.94336399129595
('x2', 'x3', 'x5', 'x1^2', 'x3^2', 'x4^2');25.773489767235493;0.957804573719219;78.98692870513266;85.9570546200106
('x3', 'x6', 'x1^2', 'x3^2', 'x4^2', 'x6^2');25.778077330069124;0.9577970631270911;78.99048829651198;85.96061421138992
('x1', 'x2', 'x3', 'x4', 'x5', 'x2^2', 'x3^2');23.345082316905238;0.9617802746613697;79.00772709041998;86.9735852788519
('x1', 'x3', 'x4', 'x6', 'x2^2', 'x3^2', 'x4^2', 'x6^2');21.13587623354286;0.9653971070450105;79.01943784089508;87.981028302881
('x3', 'x5', 'x1^2', 'x2^2', 'x3^2', 'x4^2');25.81763305123574;0.9577323039294993;79.02115420158346;85.9912801164614
('x1', 'x3', 'x4', 'x1^2', 'x2^2', 'x3^2', 'x5^2');23.361776745412662;0.9617529431461677;79.02202428749425;86.98788247592618
('x2', 'x3', 'x1^2', 'x2^2', 'x3^2', 'x4^2');25.825375454953416;0.9577196283458567;79.02715106659937;85.99727698147731
('x1', 'x3', 'x4', 'x1^2', 'x3^2', 'x4^2', 'x6^2');23.370023966347894;0.961739441094015;79.02908348135816;86.9949416697901
('x1', 'x2', 'x3', 'x2^2', 'x3^2', 'x4^2');25.856633781012256;0.95766845334376;79.051343879791;86.02146979466895
('x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x3^2', 'x6^2');21.209254983006613;0.965276974007477;79.08875284434811;88.05034330633401
('x1', 'x2', 'x3', 'x4', 'x5', 'x1^2', 'x3^2');23.459254267184388;0.9615933564692721;79.10530110605107;87.071159294483
('x2', 'x3', 'x4', 'x5', 'x1^2', 'x2^2', 'x3^2');23.475914661166684;0.9615660806741649;79.11949975074539;87.08535793917731
('x3', 'x4', 'x5', 'x6', 'x1^2', 'x3^2', 'x4^2', 'x6^2');21.251271935722656;0.9652081853705139;79.12833498755705;88.08992544954296
('x1', 'x3', 'x4', 'x5', 'x1^2', 'x2^2', 'x3^2');23.499145761943446;0.9615280475552859;79.13928139867636;87.10513958710828
('x1', 'x2', 'x3', 'x4', 'x5', 'x3^2', 'x4^2', 'x5^2', 'x6^2');19.243957437375325;0.9684944881452755;79.14394224199904;89.10126497753895
('x1', 'x2', 'x3', 'x4', 'x1^2', 'x3^2', 'x4^2', 'x6^2');21.27242620147649;0.9651735523709006;79.14823379074264;88.10982425272856
('x1', 'x2', 'x3', 'x4', 'x1^2', 'x3^2', 'x4^2');23.589128526974115;0.96138073102335;79.21571900520942;87.18157719364135
('x1', 'x3', 'x4', 'x5', 'x6', 'x2^2', 'x3^2', 'x6^2');21.35282376048871;0.9650419283919559;79.22367982746856;88.18527028945448
('x1', 'x3', 'x4', 'x1^2', 'x2^2', 'x3^2', 'x4^2');23.601444028938587;0.9613605685284785;79.2261579565313;87.19201614496322
('x2', 'x3', 'x4', 'x5', 'x6', 'x1^2', 'x3^2', 'x6^2');21.388760838903437;0.9649830935055401;79.25731179242266;88.21890225440856
('x1', 'x3', 'x5', 'x3^2', 'x4^2', 'x6^2');26.14501284455259;0.9571963295597311;79.27316917842776;86.2432950933057
('x2', 'x3', 'x4', 'x6', 'x1^2', 'x3^2', 'x4^2', 'x6^2');21.4248749688451;0.964923968756761;79.2910525741392;88.25264303612512
('x2', 'x3', 'x4', 'x5', 'x1^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');19.389839734991412;0.9682556549181758;79.29498407753998;89.25230681307988
('x1', 'x2', 'x3', 'x4', 'x1^2', 'x3^2', 'x5^2');23.692782448812338;0.9612110325674118;79.30340927470337;87.26926746313531
('x3', 'x4', 'x5', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x6^2');21.444078724190383;0.964892529062319;79.30897114221749;88.27056160420341
('x1', 'x3', 'x4', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x6^2');21.449608658129215;0.9648834756542645;79.3141280166267;88.27571847861262
('x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x3^2');23.740379719117616;0.9611331080361019;79.34354767923352;87.30940586766545
('x1', 'x3', 'x4', 'x5', 'x2^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');19.446083089440393;0.9681635753302787;79.35291332415461;89.31023605969452
('x3', 'x4', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x6^2');21.491628479046067;0.9648146823215865;79.35326972481232;88.31486018679823
('x1', 'x3', 'x6', 'x3^2', 'x4^2', 'x6^2');26.260308744998383;0.9570075712770277;79.36117252081623;86.33129843569417
('x3', 'x1^2', 'x3^2', 'x4^2', 'x5^2');29.02680171812849;0.9524783689315849;79.36439200712114;85.33878564844508
('x2', 'x3', 'x4', 'x5', 'x6', 'x1^2', 'x3^2');23.767575359953096;0.9610885843154728;79.36644543920725;87.33230362763918
('x1', 'x2', 'x3', 'x1^2', 'x3^2', 'x4^2');26.268196024943997;0.9569946585072591;79.36717861601306;86.337304530891
('x1', 'x3', 'x1^2', 'x2^2', 'x3^2', 'x4^2');26.28766977500581;0.9569627767872217;79.38199998801912;86.35212590289706
('x3', 'x4', 'x5', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');19.491538096644238;0.9680891580347211;79.39960855254051;89.35693128808042
('x1', 'x3', 'x4', 'x6', 'x3^2', 'x5^2', 'x6^2');23.859584467120975;0.9609379503293993;79.4437200211595;87.40957820959143
('x3', 'x4', 'x5', 'x6', 'x1^2', 'x2^2', 'x3^2');23.870117953424902;0.9609207052861852;79.4525476366197;87.41840582505162
('x1', 'x3', 'x4', 'x5', 'x6', 'x2^2', 'x3^2');23.87999798839701;0.960904530049883;79.46082408572833;87.42668227416026
('x1', 'x2', 'x3', 'x4', 'x5', 'x1^2', 'x3^2', 'x6^2');21.617676249952687;0.9646083214650172;79.47022649867422;88.43181696066014
('x1', 'x3', 'x4', 'x3^2', 'x4^2', 'x5^2');26.408187877755143;0.956765468903579;79.47348217902665;86.44360809390459
