Variables;MSE_Val;R2_Val;AIC_Val;BIC_Val
('x1', 'x2', 'x3', 'x4', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');23.42255779800066;0.9616534346028192;87.07399132934943;99.02277861199732
('x1', 'x2', 'x3', 'x4', 'x5', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2');25.88910468183321;0.9576152931580717;87.07644423089046;98.02949923998436
('x1', 'x2', 'x3', 'x5', 'x6', 'x2^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');26.164833977333263;0.957163879117257;87.28832589169194;98.24138090078584
('x1', 'x3', 'x5', 'x6', 'x1^2', 'x3^2', 'x4^2', 'x5^2');31.971111617959757;0.9476580511380652;87.29665466252;96.25824512450592
('x1', 'x4', 'x1^2');52.92294691375256;0.9133564633571756;87.37674047794508;91.35966957216104
('x1', 'x4', 'x3^2');53.0065487331497;0.9132195934788948;87.40830933843829;91.39123843265425
('x1', 'x1^2', 'x4^2');53.06483598222427;0.9131241677005603;87.43028972649404;91.41321882071
('x1', 'x3', 'x4^2');53.11808828788098;0.9130369849496828;87.45035031928235;91.43327941349831
('x1', 'x3', 'x4');53.13151059720029;0.9130150104297976;87.4554034430707;91.43833253728666
('x1', 'x4', 'x1^2', 'x6^2');48.098637338352276;0.9212546486973404;87.46507693892869;92.44373830669865
('x1', 'x3^2', 'x4^2');53.18066826263689;0.9129345312759539;87.47389903575525;91.45682812997121
('x1', 'x4', 'x3^2', 'x6^2');48.155573871412;0.9211614342624656;87.48873784227402;92.46739921004398
('x1', 'x4', 'x6', 'x6^2');48.25265342362066;0.9210024991269605;87.52901639017168;92.50767775794164
('x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x5^2');26.489141211805702;0.956632935029821;87.53469766846155;98.48775267755545
('x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x5^2', 'x6^2');23.971150681661996;0.9607552981537101;87.53702104739361;99.48580833004151
('x1', 'x3', 'x4', 'x6^2');48.38265663772548;0.9207896625616927;87.58282831148699;92.56148967925695
('x1', 'x4', 'x6');53.49940344075871;0.9124127095578634;87.59341006399536;91.57633915821133
('x1', 'x4', 'x2^2');53.50113546670558;0.9124098739475591;87.59405754706962;91.57698664128559
('x1', 'x2', 'x3', 'x4', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2');26.580143370209903;0.9564839495838836;87.60328894367282;98.55634395276672
('x1', 'x4', 'x2^2', 'x6^2');48.45623086592694;0.9206692094934323;87.61321868223767;92.59188005000763
('x1', 'x6', 'x4^2');53.55288790068249;0.9123251467324073;87.61339448981332;91.59632358402928
('x1', 'x2', 'x3', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2');29.46795186814331;0.9517561338442212;87.66606590918181;97.62338864472171
('x1', 'x2^2', 'x4^2');53.77368386296852;0.9119636675600533;87.69568399935187;91.67861309356783
('x1', 'x2', 'x4');53.92120962915851;0.9117221437055809;87.75047800255227;91.73340709676823
('x1', 'x2', 'x4', 'x6^2');48.869288046660095;0.9199929672004105;87.78298285730654;92.7616442250765
('x1', 'x4', 'x4^2', 'x6^2');48.89402708178578;0.9199524653458951;87.79310486907393;92.77176623684389
('x1', 'x4', 'x4^2');54.17778906267855;0.9113020811269378;87.84542057129556;91.82834966551152
('x1', 'x1^2', 'x4^2', 'x6^2');49.02632518164325;0.9197358716765847;87.84714804898456;92.82580941675452
('x1', 'x2', 'x4^2');54.2564385742304;0.9111733189881402;87.87443337548407;91.85736246970004
('x1', 'x3^2', 'x4^2', 'x6^2');49.23483415566737;0.9193945083174985;87.9320276854112;92.91068905318116
('x1', 'x3', 'x4^2', 'x6^2');49.26592948074619;0.9193436001747173;87.94465513111366;92.92331649888362
('x1', 'x6', 'x4^2', 'x6^2');49.341776382372004;0.9192194263676357;87.97542226677302;92.95408363454298
('x1', 'x2^2', 'x4^2', 'x6^2');49.47574671697125;0.9190000949760218;88.02965168377412;93.00831305154408
('x4', 'x1^2', 'x3^2');54.6834954704942;0.9104741568666449;88.0312387150862;92.01416780930217
('x1', 'x4^2', 'x5^2');54.71638225941251;0.9104203158039892;88.04326314896724;92.0261922431832
('x3', 'x4', 'x1^2');54.83882977207977;0.9102198491601362;88.08797031036435;92.07089940458032
('x1', 'x2', 'x3', 'x5', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2');30.11548578813565;0.9506960147050554;88.10079034935087;98.05811308489078
('x3', 'x1^2', 'x4^2');54.99328888283266;0.9099669742844392;88.14422314950507;92.12715224372103
('x1', 'x4', 'x5^2');55.02906365815009;0.9099084051147904;88.15722951621221;92.14015861042817
('x1^2', 'x3^2', 'x4^2');55.03646674816163;0.9098962850432886;88.1599199461753;92.14284904039125
('x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');22.394435680713915;0.9633366389883875;88.17625041783702;101.12076997403891
('x1', 'x3', 'x5', 'x6', 'x1^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');30.260272912548345;0.950458974455957;88.19671454481005;98.15403728034995
('x4', 'x6', 'x1^2');55.19037618348578;0.9096443100763443;88.21577187162421;92.19870096584017
('x1', 'x2', 'x4^2', 'x6^2');49.97296304925881;0.9181860703606469;88.22964240322511;93.20830377099507
('x4', 'x1^2', 'x3^2', 'x6^2');50.062168056583985;0.9180400271455271;88.26531188453;93.24397325229997
('x6', 'x1^2', 'x4^2');55.32802426549947;0.9094189576095362;88.26559096152357;92.24852005573953
('x4', 'x1^2', 'x2^2');55.52145721732345;0.909102276169317;88.33539125127653;92.3183203454925
('x4', 'x1^2', 'x4^2');55.609246165380185;0.9089585512752709;88.36698970738121;92.34991880159717
('x4', 'x6', 'x1^2', 'x6^2');50.32860375484895;0.9176038282463388;88.37147157192727;93.35013293969723
('x3', 'x4', 'x1^2', 'x6^2');50.33540682739938;0.9175926905017463;88.37417485089318;93.35283621866314
('x1', 'x2', 'x3', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');27.688285185461545;0.9546697398398254;88.42018812492209;99.373243134016
('x4', 'x1^2', 'x4^2', 'x6^2');50.5914440486104;0.9171735156135059;88.47564944095383;93.45431080872379
('x1^2', 'x2^2', 'x4^2');55.952899980017584;0.9083959336657582;88.49020530100849;92.47313439522445
('x4', 'x1^2', 'x2^2', 'x6^2');50.67735077692417;0.9170328722216206;88.5095816109055;93.48824297867546
('x2', 'x4', 'x1^2');56.03320926786987;0.9082644542011674;88.51889075214487;92.50181984636083
('x1', 'x2', 'x3', 'x5', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');28.035469551128166;0.9541013421397224;88.66940956365184;99.62246457274574
('x2', 'x1^2', 'x4^2');56.520653764446216;0.907466427682174;88.69212249414153;92.67505158835749
('x1', 'x4', 'x5');56.56825811343998;0.907388491561891;88.70896034358762;92.69188943780358
('x2', 'x4', 'x1^2', 'x6^2');51.25535026813996;0.9160865923370498;88.73640016091181;93.71506152868177
('x4', 'x5', 'x1^2');56.686615508957445;0.9071947211100645;88.75076249649085;92.73369159070681
('x1^2', 'x3^2', 'x4^2', 'x6^2');51.29615206186143;0.9160197931144903;88.75231481645459;93.73097618422455
('x3', 'x1^2', 'x4^2', 'x6^2');51.36299207201483;0.9159103650647188;88.77835829077425;93.75701965854421
('x1^2', 'x4^2', 'x5^2');56.85734724453582;0.9069152052809142;88.81090901951612;92.79383811373208
('x6', 'x1^2', 'x4^2', 'x6^2');51.4488586407839;0.9157697874205891;88.81176556362793;93.79042693139789
('x4', 'x1^2', 'x5^2');57.03133972679846;0.9066303510750993;88.87201873014874;92.8549478243647
('x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2');25.734754875540837;0.957867989084455;88.95684816228743;100.90563544493531
('x1^2', 'x2^2', 'x4^2', 'x6^2');51.85148849593791;0.9151106163682782;88.96767283992256;93.94633420769252
('x1', 'x4', 'x5^2', 'x6^2');52.15154402390533;0.9146193762985464;89.08307576740103;94.06173713517099
('x1', 'x4^2', 'x5^2', 'x6^2');52.37534142426421;0.914252983280218;89.16871794122842;94.14737930899838
('x1', 'x5', 'x4^2');57.93742981004509;0.9051469331267863;89.18727263696465;93.17020173118061
('x1', 'x4', 'x5', 'x6^2');52.43804373223086;0.9141503293269763;89.19264706644574;94.1713084342157
('x2', 'x1^2', 'x4^2', 'x6^2');52.508216629366174;0.9140354447950513;89.21939329155245;94.19805465932241
('x5', 'x1^2', 'x4^2');58.08888557558381;0.9048989752193665;89.23948694750624;93.2224160417222
('x4', 'x5', 'x1^2', 'x6^2');52.60236280670391;0.9138813120749055;89.25522078028641;94.23388214805637
('x1', 'x4', 'x1^2', 'x3^2');53.01496266728644;0.9132058184899118;89.41148376371983;94.39014513148979
('x1', 'x4', 'x1^2', 'x3^2', 'x6^2');48.017104110227784;0.9213881319527253;89.43114566130347;95.40553930262742
('x1', 'x3', 'x4', 'x1^2');53.125015696218135;0.9130256436470324;89.45295845405522;94.43161982182518
('x1', 'x4', 'x6', 'x1^2', 'x6^2');48.06989252105438;0.9213017086737038;89.45312092038667;95.42751456171061
('x1', 'x3', 'x1^2', 'x4^2');53.170756702031575;0.9129507581248839;89.47017118325593;94.44883255102589
('x1', 'x4', 'x6', 'x3^2', 'x6^2');48.14102241721088;0.9211852573775565;89.48269341085164;95.45708705217558
('x1', 'x3', 'x2^2', 'x4^2');53.21309594083633;0.9128814418527801;89.48609060711146;94.46475197488142
('x1', 'x1^2', 'x3^2', 'x4^2');53.25525906001023;0.9128124139173729;89.50193122806506;94.48059259583502
('x1', 'x4', 'x1^2', 'x2^2', 'x6^2');48.18925229306361;0.9211062971672996;89.50272029441561;95.47711393573955
('x1', 'x3', 'x4', 'x1^2', 'x6^2');48.228184030735164;0.9210425595329421;89.51887162192307;95.49326526324701
('x1', 'x4', 'x1^2', 'x2^2');53.39383664646598;0.9125855396994742;89.55390641398806;94.53256778175802
('x1', 'x3', 'x4', 'x2^2');53.46141027158151;0.9124749106017913;89.5792018060525;94.55786317382245
('x1', 'x4', 'x3^2', 'x4^2', 'x6^2');48.38723395305441;0.9207821687464093;89.58472035261855;95.55911399394249
('x1', 'x4', 'x6', 'x1^2');53.521867834688734;0.9123759316637334;89.6018062992455;94.58046766701545
('x1', 'x3', 'x4', 'x6', 'x6^2');48.436626701489246;0.9207013047231741;89.6051255512485;95.57951919257245
('x1', 'x4', 'x6', 'x4^2', 'x6^2');48.462713649296056;0.9206585961147159;89.61589423072253;95.59028787204647
('x1', 'x3', 'x4', 'x2^2', 'x6^2');48.46525785107176;0.9206544308394877;89.61694416573589;95.59133780705983
('x1', 'x2', 'x4', 'x1^2', 'x6^2');48.5158256307816;0.9205716430975017;89.63780092768454;95.61219456900848
('x1', 'x6', 'x1^2', 'x4^2');53.6604879822023;0.9121489877664085;89.65353877843762;94.63220014620758
('x1', 'x4', 'x6', 'x3^2');53.66320673964024;0.9121445367149567;89.65455207096191;94.63321343873187
('x1', 'x2', 'x3', 'x5', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2');29.463635008205053;0.9517632012513491;89.66313582691198;100.61619083600588
('x1', 'x4', 'x2^2', 'x3^2', 'x6^2');48.61806240977877;0.9204042647366232;89.6799023276442;95.65429596896814
('x1', 'x1^2', 'x2^2', 'x4^2');53.73807418692793;0.9120219664351309;89.68243533595407;94.66109670372403
('x1', 'x2', 'x4', 'x1^2');53.7401105154951;0.9120186326315709;89.68319319340134;94.6618545611713
('x1', 'x2^2', 'x3^2', 'x4^2');53.83042048932608;0.9118707804052089;89.7167748794654;94.69543624723536
('x1', 'x4', 'x1^2', 'x4^2', 'x6^2');48.779795873497235;0.9201394805530648;89.74632416287731;95.72071780420126
('x1', 'x4', 'x2^2', 'x3^2');53.91269014503733;0.9117360914971852;89.74731777774105;94.725979145511
('x1', 'x3', 'x4', 'x6');53.9309129740693;0.9117062577398636;89.75407676155774;94.7327381293277
('x1', 'x3', 'x4', 'x4^2', 'x6^2');48.80240109024656;0.920102472108903;89.75559028635354;95.72998392767748
('x1', 'x2', 'x3', 'x4^2');53.981054620657076;0.9116241676476293;89.7726628929439;94.75132426071386
('x1', 'x4', 'x2^2', 'x4^2', 'x6^2');48.85147665090781;0.9200221273740311;89.7756921260051;95.75008576732904
('x1', 'x6', 'x3^2', 'x4^2');54.011617777469404;0.9115741307515074;89.78398334902656;94.76264471679652
('x1', 'x4', 'x3^2', 'x4^2');54.040923735824364;0.9115261520952788;89.79483213005962;94.77349349782958
('x1', 'x4', 'x6', 'x2^2', 'x6^2');48.95924448730752;0.9198456937658038;89.81976413723429;95.79415777855823
('x1', 'x2', 'x1^2', 'x4^2');54.13526249718181;0.9113717040835337;89.82971551375373;94.80837688152369
('x1', 'x3', 'x6', 'x4^2');54.136038263365016;0.9113704340271662;89.83000211460835;94.80866348237831
('x1', 'x4', 'x1^2', 'x4^2');54.15250920290621;0.9113434684000252;89.83608620754471;94.81474757531467
('x1', 'x3', 'x4', 'x4^2');54.23586874343086;0.9112069951719612;89.86684948993327;94.84551085770323
('x1', 'x2', 'x4', 'x4^2', 'x6^2');49.09793940191547;0.9196186274624932;89.87634133090779;95.85073497223173
('x1', 'x1^2', 'x3^2', 'x4^2', 'x6^2');49.13521798407909;0.9195575963146067;89.89152096472804;95.86591460605199
('x1', 'x3', 'x1^2', 'x4^2', 'x6^2');49.14931262213833;0.9195345210823989;89.8972572237584;95.87165086508234
('x1', 'x2', 'x3', 'x4');54.3519628263316;0.91101693013378;89.90961454950045;94.8882759172704
('x1', 'x2', 'x3', 'x4', 'x6^2');49.18065039224446;0.9194832160173783;89.91000522862139;95.88439886994533
('x4', 'x1^2', 'x5^2', 'x6^2');54.3550216230156;0.9110119223823597;89.91074006933721;94.88940143710717
('x1', 'x3', 'x2^2', 'x4^2', 'x6^2');49.20995000134134;0.9194352477559256;89.92191677701962;95.89631041834356
('x1', 'x4', 'x2^2', 'x4^2');54.412036847106194;0.9109185791173722;89.93170789916172;94.91036926693168
('x1', 'x6', 'x1^2', 'x4^2', 'x6^2');49.24965972516871;0.9193702364307414;89.938049169212;95.91244281053594
('x1', 'x1^2', 'x2^2', 'x4^2', 'x6^2');49.267426544987515;0.9193411492352286;89.94526287017862;95.91965651150257
('x1', 'x3', 'x4^2', 'x5^2');54.544013414401284;0.9107025118495562;89.98015922665532;94.95882059442528
('x1', 'x4', 'x6', 'x4^2');54.618477161387396;0.9105806024932789;90.00744470104965;94.98610606881961
('x1', 'x5', 'x4^2', 'x6^2');54.68544480433875;0.9104709654877018;90.03195165381995;95.0106130215899
('x1^2', 'x4^2', 'x5^2', 'x6^2');54.686131093185864;0.910469841920396;90.0322026473131;95.01086401508306
('x1', 'x2', 'x4', 'x4^2');54.73366796015284;0.9103920162792494;90.0495804419605;95.02824180973046
('x1', 'x6', 'x3^2', 'x4^2', 'x6^2');49.538018985830874;0.9188981450672692;90.05480870174152;96.02920234306546
('x1', 'x2^2', 'x3^2', 'x4^2', 'x6^2');49.53968149939056;0.918895423260134;90.05547989760163;96.02987353892557
('x1', 'x3^2', 'x4^2', 'x5^2');54.783953088471925;0.9103096912839084;90.06794648438228;95.04660785215223
('x1', 'x2', 'x4', 'x3^2', 'x6^2');49.6081064378522;0.9187834004229978;90.08308513247307;96.05747877379702
('x1', 'x1^2', 'x4^2', 'x5^2');54.842389465736495;0.910214021358289;90.0892685066035;95.06792987437346
('x5', 'x1^2', 'x4^2', 'x6^2');54.84404477086861;0.910211311352531;90.0898721565056;95.06853352427557
('x1', 'x2', 'x3^2', 'x4^2');54.86968122453068;0.9101693402768106;90.09921882808969;95.07788019585965
('x1', 'x2', 'x1^2', 'x4^2', 'x6^2');49.67905210223405;0.918667250744456;90.11166714750888;96.08606078883282
('x1', 'x3', 'x6', 'x4^2', 'x6^2');49.69256693217445;0.9186451247531526;90.11710726417601;96.09150090549996
('x1', 'x4', 'x6', 'x2^2');54.936585111041246;0.9100598076509749;90.1235904407571;95.10225180852706
('x1', 'x3', 'x4', 'x5^2');55.02952943505808;0.9099076425616647;90.15739879946211;95.13606016723207
('x1', 'x2', 'x4', 'x3^2');55.04189098413649;0.9098874046801219;90.16189099156186;95.14055235933182
('x1', 'x4', 'x1^2', 'x5^2');55.04283773701589;0.9098858546905128;90.16223500035962;95.14089636812957
('x1', 'x2', 'x3', 'x4^2', 'x6^2');49.81489350845639;0.9184448561019805;90.16628011508045;96.1406737564044
('x1', 'x4', 'x3^2', 'x5^2');55.07486789827808;0.9098334160677066;90.1738698821366;95.15253124990656
('x1', 'x2', 'x4', 'x6', 'x6^2');49.84816335263858;0.9183903879150861;90.17963304502896;96.1540266863529
('x4', 'x1^2', 'x3^2', 'x4^2', 'x6^2');49.994273967187645;0.9181511808957524;90.23816956427817;96.21256320560211
('x1', 'x6', 'x2^2', 'x4^2');55.28906654109902;0.9094827377884275;90.25150354493105;95.23016491270101
('x4', 'x6', 'x1^2', 'x3^2');55.306077930333444;0.9094548873565745;90.25765621626212;95.23631758403208
('x3', 'x1^2', 'x2^2', 'x4^2');55.408295117338625;0.9092875410709974;90.2945862780904;95.27324764586037
('x4', 'x1^2', 'x3^2', 'x4^2');55.42323653724981;0.9092630795181349;90.29997875793026;95.27864012570022
('x4', 'x6', 'x1^2', 'x3^2', 'x6^2');50.17077963259053;0.9178622121972988;90.30865556383709;96.28304920516103
('x3', 'x4', 'x1^2', 'x2^2');55.479284832633894;0.9091713192738917;90.32019409639636;95.29885546416632
('x3', 'x4', 'x6', 'x1^2');55.60695756132401;0.9089622980951471;90.36616658845433;95.3448279562243
('x1', 'x6', 'x2^2', 'x4^2', 'x6^2');50.33877973174542;0.9175871685046101;90.37551497767745;96.3499086190014
('x3', 'x4', 'x1^2', 'x4^2');55.67039312375408;0.9088584436841894;90.3889692770199;95.36763064478986
('x4', 'x6', 'x1^2', 'x4^2', 'x6^2');50.384011454778665;0.9175131167618295;90.39347783416343;96.36787147548738
('x1', 'x2', 'x4', 'x6');55.69300068410447;0.9088214314031686;90.39708956139266;95.37575092916262
('x1', 'x2', 'x3^2', 'x4^2', 'x6^2');50.44866756367793;0.9174072641162895;90.41912670847287;96.39352034979682
('x6', 'x1^2', 'x3^2', 'x4^2');55.78230708935246;0.9086752221830329;90.42913483711793;95.40779620488789
('x3', 'x4', 'x1^2', 'x4^2', 'x6^2');50.47482548816641;0.9173644393073722;90.42949413602943;96.40388777735338
('x1', 'x6', 'x4^2', 'x5^2');55.827651109313436;0.9086009865917793;90.44538572482995;95.4240470925999
('x3', 'x4', 'x6', 'x1^2', 'x6^2');50.52575862060552;0.9172810534230976;90.4496655586825;96.42405920000644
('x1', 'x2', 'x4', 'x5');55.87267350537449;0.9085272775515548;90.46150829158327;95.44016965935323
('x4', 'x1^2', 'x2^2', 'x3^2');55.888045196811504;0.9085021115736955;90.46700993534952;95.44567130311948
('x1', 'x2', 'x3', 'x5', 'x6', 'x1^2', 'x2^2', 'x3^2', 'x4^2', 'x5^2', 'x6^2');27.76941335800945;0.9545369197267963;90.4787035213781;102.42749080402598
('x3', 'x6', 'x1^2', 'x4^2');55.92921197392727;0.9084347148135092;90.48173638456402;95.46039775233398
('x1^2', 'x2^2', 'x3^2', 'x4^2');55.99377953052834;0.9083290071425925;90.50481209506673;95.48347346283668
('x3', 'x4', 'x1^2', 'x2^2', 'x6^2');50.681523521066104;0.9170260407556678;90.51122833169761;96.48562197302155
('x1', 'x4', 'x6', 'x5^2');56.0667762861522;0.9082094994915728;90.5308682806413;95.50952964841126
('x1', 'x2', 'x6', 'x4^2');56.071775409346074;0.9082013151076923;90.53265147584816;95.51131284361811
('x4', 'x6', 'x1^2', 'x4^2');56.08446786080236;0.9081805354847315;90.53717817936118;95.51583954713114
('x4', 'x1^2', 'x2^2', 'x3^2', 'x6^2');50.811705324240954;0.9168129118108267;90.56253495620803;96.53692859753197
('x4', 'x1^2', 'x2^2', 'x4^2', 'x6^2');50.81344027368307;0.9168100714142817;90.56321783815898;96.53761147948292
('x1', 'x4', 'x5', 'x2^2');56.17493829778931;0.9080324205538879;90.56941439356152;95.54807576133148
('x4', 'x1^2', 'x2^2', 'x4^2');56.19243053950544;0.9080037828877245;90.57564119838517;95.55430256615513
('x2', 'x3', 'x1^2', 'x4^2');56.228751708409604;0.9079443191822362;90.58856444627908;95.56722581404904
('x1', 'x4', 'x5', 'x4^2');56.37494855907168;0.9077049709802539;90.64049770689523;95.61915907466519
('x2', 'x3', 'x4', 'x1^2');56.42068262332375;0.9076300968225789;90.65671608921336;95.63537745698332
('x4', 'x5', 'x1^2', 'x4^2');56.436544033751815;0.9076041290944803;90.66233785079739;95.64099921856734
('x1', 'x3', 'x4', 'x5');56.44402154799873;0.9075918871783092;90.66498755908661;95.64364892685657
('x1', 'x4', 'x4^2', 'x5^2');56.58043732299369;0.9073685522000303;90.71326590258812;95.69192727035808
('x1', 'x4', 'x5', 'x3^2');56.58128963796852;0.9073671568207466;90.7135671758181;95.69222854358806
('x2', 'x4', 'x1^2', 'x4^2');56.62007044386168;0.9073036662864437;90.72727047669092;95.70593184446088
('x1', 'x4', 'x5', 'x1^2');56.638053537438964;0.9072742250153472;90.73362166567279;95.71228303344274
('x2', 'x4', 'x1^2', 'x4^2', 'x6^2');51.250587550458455;0.9160943896863666;90.73454164703983;96.70893528836378
('x4', 'x6', 'x1^2', 'x2^2', 'x6^2');51.26711162710684;0.9160673370650735;90.74098895396304;96.71538259528698
('x3', 'x4', 'x5', 'x1^2');56.6667004823467;0.9072273252721249;90.74373490258537;95.72239627035533
('x1', 'x4', 'x5', 'x4^2', 'x6^2');51.285247951084685;0.9160376449307012;90.74806293031679;96.72245657164073
('x2', 'x4', 'x5', 'x1^2');56.693402958074785;0.9071836089435922;90.7531570803751;95.73181844814506
('x3', 'x1^2', 'x4^2', 'x5^2');56.70107282091725;0.9071710521212497;90.75586263117076;95.73452399894072
('x4', 'x5', 'x1^2', 'x3^2');56.70803910495694;0.9071596471727037;90.75831967679264;95.7369810445626
('x1', 'x2', 'x6', 'x4^2', 'x6^2');51.31434629961734;0.9159900061657729;90.75940736087729;96.73380100220123
('x4', 'x5', 'x1^2', 'x2^2');56.781588152519205;0.9070392353292761;90.78424241868062;95.76290378645058
('x4', 'x6', 'x1^2', 'x2^2');56.843081940526005;0.9069385599212503;90.80589046182484;95.7845518295948
('x4', 'x5', 'x1^2', 'x4^2', 'x6^2');51.45044936618334;0.9157671831424362;90.81238392557046;96.7867775668944
('x1^2', 'x3^2', 'x4^2', 'x5^2');56.9353868138546;0.9067874417175041;90.83834120389916;95.81700257166912
('x2', 'x3', 'x4', 'x1^2', 'x6^2');51.53671130188284;0.9156259582178521;90.84588789065228;96.82028153197622
('x1', 'x2', 'x4', 'x5', 'x6^2');51.558448211445906;0.9155903713348447;90.85432161731327;96.82871525863722
('x3', 'x1^2', 'x2^2', 'x4^2', 'x6^2');51.58190573167504;0.9155519675302184;90.86341893751309;96.83781257883703
('x3', 'x4', 'x1^2', 'x5^2');57.03502851802883;0.9066243119193687;90.87331228978016;95.85197365755012
('x2', 'x4', 'x1^2', 'x3^2');57.04765968320402;0.9066036326320931;90.87774106523277;95.85640243300273
('x4', 'x1^2', 'x3^2', 'x5^2');57.05900001788715;0.9065850666458629;90.88171641066839;95.86037777843835
('x2', 'x1^2', 'x3^2', 'x4^2');57.06426937445146;0.9065764398456716;90.88356331063757;95.86222467840753
('x6', 'x1^2', 'x3^2', 'x4^2', 'x6^2');51.66964636800469;0.9154083217303863;90.89740996453985;96.87180360586379
('x1', 'x2^2', 'x4^2', 'x5^2');57.12944545455436;0.9064697359220629;90.90639331919895;95.88505468696891
('x1', 'x4', 'x2^2', 'x5^2');57.18588638291391;0.9063773328732976;90.92614252765193;95.90480389542189
('x1', 'x4', 'x5', 'x5^2');57.30000591474211;0.9061905004987941;90.96601453889619;95.94467590666615
('x6', 'x1^2', 'x2^2', 'x4^2');57.31097717605191;0.9061725387461566;90.96984358251746;95.94850495028741
('x3', 'x6', 'x1^2', 'x4^2', 'x6^2');51.873526907379414;0.9150745358772883;90.97617162362961;96.95056526495355
('x1^2', 'x2^2', 'x3^2', 'x4^2', 'x6^2');51.90074658397441;0.9150299728061821;90.98666350232111;96.96105714364505
('x1', 'x4', 'x1^2', 'x5^2', 'x6^2');51.916492617679275;0.9150041939686864;90.99273033050753;96.96712397183147
('x2', 'x4', 'x1^2', 'x3^2', 'x6^2');51.92265350615755;0.9149941075846555;90.99510357363037;96.96949721495432
('x1', 'x4', 'x5', 'x2^2', 'x6^2');51.92999262114258;0.9149820922507557;90.9979303152767;96.97232395660065
('x1', 'x3', 'x5', 'x4^2');57.418054547435474;0.905997235542308;91.00717586044759;95.98583722821755
('x1', 'x2', 'x5', 'x4^2');57.421242174113196;0.9059920168750765;91.00828615170487;95.98694751947482
('x1', 'x4', 'x5', 'x6');57.46122424429287;0.9059265596742838;91.02220718701702;96.00086855478698
('x4', 'x5', 'x6', 'x1^2');57.48974866343214;0.905879860525823;91.03213295589158;96.01079432366154
('x1', 'x2', 'x4^2', 'x5^2');57.55701534916125;0.9057697339382142;91.05552055621976;96.03418192398972
('x1', 'x3', 'x4^2', 'x5^2', 'x6^2');52.087524053654214;0.9147241874808746;91.05850917083366;97.0329028121576
('x1', 'x3', 'x4', 'x5^2', 'x6^2');52.08845496800505;0.9147226634215322;91.05886660998982;97.03326025131376
('x1', 'x2', 'x4', 'x5^2');57.59137594010018;0.9057134800201372;91.06745666460098;96.04611803237094
('x1', 'x4', 'x3^2', 'x5^2', 'x6^2');52.135247862557875;0.914646055785143;91.07682524950312;97.05121889082706
('x2', 'x4', 'x6', 'x1^2');57.660347163668085;0.9056005628247616;91.09139426134803;96.07005562911799
('x1', 'x5', 'x2^2', 'x4^2');57.69697991414806;0.9055405890091744;91.10409661936527;96.08275798713522
('x1', 'x1^2', 'x4^2', 'x5^2', 'x6^2');52.23004008752115;0.9144908653791658;91.1131561993397;97.08754984066364
('x3', 'x5', 'x1^2', 'x4^2');57.76739701388717;0.9054253046775693;91.12849102059711;96.10715238836707
('x1', 'x4', 'x6', 'x5^2', 'x6^2');52.29318900330501;0.9143874802557411;91.13732266415963;97.11171630548357
('x2', 'x4', 'x6', 'x1^2', 'x6^2');52.30273492085941;0.914371852024404;91.14097325291023;97.11536689423417
('x1', 'x5', 'x3^2', 'x4^2');57.817273387271165;0.9053436488810402;91.14575157125893;96.12441293902889
('x2', 'x3', 'x1^2', 'x4^2', 'x6^2');52.3275690219866;0.9143311945312657;91.1504672907397;97.12486093206364
('x1', 'x3^2', 'x4^2', 'x5^2', 'x6^2');52.34476862546603;0.9143030359618507;91.15704003155003;97.13143367287397
('x1', 'x3', 'x4', 'x5', 'x6^2');52.369516144149074;0.9142625202183619;91.16649338137647;97.14088702270041
('x4', 'x5', 'x1^2', 'x5^2');57.92986446113336;0.9051593188426973;91.18466090810016;96.16332227587012
('x1', 'x4', 'x5', 'x3^2', 'x6^2');52.4303136300671;0.9141629847709591;91.18969856896865;97.1640922102926
('x1', 'x5', 'x1^2', 'x4^2');57.94505535231364;0.9051344488644861;91.18990480083959;96.16856616860954
('x2', 'x4', 'x5', 'x1^2', 'x6^2');52.43503215138945;0.9141552597783249;91.19149840905514;97.16589205037909
('x6', 'x1^2', 'x4^2', 'x5^2');57.95350893532475;0.9051206089637984;91.19282238073475;96.17148374850471
