test;variables_used;mse;r_squared;aic
3924;x1, x2, x2_squared, x3, x3_squared, x4, x5, x5_squared, x6_squared;27.31012329936368;0.9505392242423419;634.5134516691201
2874;x1, x2, x3_squared, x4, x5, x5_squared, x6_squared;28.42535675193149;0.9485194489703577;634.5158656606817
3673;x1_squared, x2, x2_squared, x3_squared, x4, x5, x5_squared, x6;27.865357769168085;0.9495336510597208;634.5261326722837
3714;x1_squared, x2, x3_squared, x4_squared, x5, x5_squared, x6, x6_squared;27.87578174922154;0.9495147724140891;634.5635340611502
2863;x1, x2, x3, x4_squared, x5, x5_squared, x6_squared;28.439520310558105;0.9484937976545623;634.5656804484775
3923;x1, x2, x2_squared, x3, x3_squared, x4, x5, x5_squared, x6;27.3259280729963;0.9505106005574183;634.5713064140238
1656;x1, x1_squared, x2, x4, x5, x6_squared;29.01571963997362;0.947450255466505;634.571480608705
3587;x1, x2, x3, x4, x5, x5_squared, x6, x6_squared;27.88994261007619;0.9494891259841703;634.6143210322574
3681;x1_squared, x2, x2_squared, x3_squared, x5, x5_squared, x6, x6_squared;27.90220523843298;0.9494669174022204;634.6582792917155
2794;x1, x2, x2_squared, x3, x5, x5_squared, x6_squared;28.469342898008584;0.9484397866091258;634.6704886927439
2801;x1, x2, x2_squared, x3_squared, x4, x5, x5_squared;28.480454586212314;0.9484196624700836;634.709511442027
798;x1, x1_squared, x2, x2_squared, x5;29.643989710924064;0.94631240908061;634.7136463410422
3679;x1_squared, x2, x2_squared, x3_squared, x4_squared, x5, x6, x6_squared;27.918365085494266;0.9494376506514624;634.7161785479178
4066;x1, x2, x2_squared, x3, x3_squared, x4, x5, x5_squared, x6, x6_squared;26.82588216017496;0.9514162229338345;634.7244240132819
490;x1_squared, x2, x4_squared, x5;30.24732068132686;0.945219729362264;634.7284674445299
2877;x1, x2, x3_squared, x4_squared, x5, x5_squared, x6;28.486289964849817;0.9484090941415892;634.72999840755
825;x1, x1_squared, x2, x5, x6;29.651747711891165;0.9462983587322481;634.7398134867716
2787;x1, x2, x2_squared, x3, x4_squared, x5, x5_squared;28.4972591586244;0.9483892280711369;634.7684979186504
4036;x1, x1_squared, x2, x2_squared, x3, x4, x5, x5_squared, x6, x6_squared;26.845707780253043;0.9513803171805654;634.7983015376922
495;x1_squared, x2, x5, x6;30.268602588726438;0.9451811861584107;634.7988023485582
2813;x1, x2, x2_squared, x3_squared, x5, x5_squared, x6;28.508446003327144;0.948368967817779;634.8077460774603
824;x1, x1_squared, x2, x5, x5_squared;29.675593069130283;0.9462551729196343;634.820199218575
2789;x1, x2, x2_squared, x3, x4_squared, x5, x6_squared;28.51385678552613;0.9483591684667442;634.8267238526486
3540;x1, x2, x2_squared, x3, x4, x5, x6, x6_squared;27.949667886014236;0.9493809588240351;634.828238350745
2808;x1, x2, x2_squared, x3_squared, x4_squared, x5, x6;28.52478127709483;0.9483393833554935;634.8650294366294
3674;x1_squared, x2, x2_squared, x3_squared, x4, x5, x5_squared, x6_squared;27.965966911482823;0.949351440010263;634.8865369857842
2803;x1, x2, x2_squared, x3_squared, x4, x5, x6_squared;28.536252392177754;0.9483186082661763;634.9052359120464
3663;x1_squared, x2, x2_squared, x3, x4_squared, x5, x5_squared, x6_squared;27.98149638479327;0.94932331491582;634.9420514731062
468;x1_squared, x2, x2_squared, x5;30.32351856400217;0.9450817290190616;634.9800668075912
494;x1_squared, x2, x5, x5_squared;30.328721387012788;0.9450723062984311;634.9972230512109
1194;x1_squared, x2, x4, x5, x6_squared;29.738133137231817;0.9461419079500722;635.0307232681276
3842;x1, x1_squared, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6;27.45778093384102;0.9502718046826522;635.052665262586
3981;x1_squared, x2, x2_squared, x3, x4, x5, x5_squared, x6, x6_squared;27.460574796839037;0.9502667447775859;635.0628398680097
3927;x1, x2, x2_squared, x3, x3_squared, x4_squared, x5, x5_squared, x6;27.469522272963033;0.9502505401964012;635.09541755012
366;x1, x2, x4, x5;30.366445728888166;0.9450039845558431;635.1215306312893
3928;x1, x2, x2_squared, x3, x3_squared, x4_squared, x5, x5_squared, x6_squared;27.47757807669491;0.9502359505038699;635.1247395843615
3843;x1, x1_squared, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6_squared;27.49423265762843;0.9502057877512576;635.185332754645
4067;x1, x2, x2_squared, x3, x3_squared, x4_squared, x5, x5_squared, x6, x6_squared;26.955688661072905;0.9511811331774677;635.2071423533193
3677;x1_squared, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6;28.06636521201881;0.9491696108118068;635.2448958267422
3588;x1, x2, x3, x4_squared, x5, x5_squared, x6, x6_squared;28.070257100898154;0.94916256229573;635.2587616017933
1600;x1, x1_squared, x2, x2_squared, x4, x5;29.219303702022586;0.9470815487590889;635.2706642948402
1654;x1, x1_squared, x2, x4, x5, x5_squared;29.222023754842283;0.9470766225300459;635.2799729568437
2878;x1, x2, x3_squared, x4_squared, x5, x5_squared, x6_squared;28.646105116500415;0.9481196563645488;635.2894553260405
3546;x1, x2, x2_squared, x3, x5, x5_squared, x6, x6_squared;28.086862553090242;0.9491324885191226;635.3179008624192
1668;x1, x1_squared, x2, x5, x6, x6_squared;29.23728789970317;0.94704897796624;635.3321943900962
3538;x1, x2, x2_squared, x3, x4, x5, x5_squared, x6;28.09222413546602;0.9491227782728271;635.3369883296888
1655;x1, x1_squared, x2, x4, x5, x6;29.249534229841014;0.9470267989016432;635.3740716194308
3544;x1, x2, x2_squared, x3, x4_squared, x5, x6, x6_squared;28.10487145543503;0.9490998729841887;635.3819989127076
3593;x1, x2, x3_squared, x4, x5, x5_squared, x6, x6_squared;28.104957572866848;0.9490997170187638;635.3823053268466
1206;x1_squared, x2, x5, x6, x6_squared;29.851139827886595;0.9459372439679905;635.4100090707751
2814;x1, x2, x2_squared, x3_squared, x5, x5_squared, x6_squared;28.681965428166485;0.9480547105269019;635.4145609366169
2807;x1, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared;28.697991984362226;0.948025685176358;635.4704221025543
4037;x1, x1_squared, x2, x2_squared, x3, x4_squared, x5, x5_squared, x6, x6_squared;27.038608689554177;0.9510309585008624;635.514286247164
1192;x1_squared, x2, x4, x5, x5_squared;29.885100128129483;0.9458757392000858;635.5237099127648
1193;x1_squared, x2, x4, x5, x6;29.889503915510236;0.9458677635956649;635.5384445562115
1662;x1, x1_squared, x2, x4_squared, x5, x6_squared;29.300687771007052;0.9469341558256275;635.5488055570081
2809;x1, x2, x2_squared, x3_squared, x4_squared, x5, x6_squared;28.72308837174849;0.9479802336500052;635.5578338643274
3555;x1, x2, x2_squared, x3_squared, x4, x5, x6, x6_squared;28.168104879500127;0.9489853522925833;635.606737161146
4042;x1, x1_squared, x2, x2_squared, x3_squared, x4, x5, x5_squared, x6, x6_squared;27.066608474756467;0.950980248693295;635.6177874959136
1138;x1_squared, x2, x2_squared, x4, x5;29.92006974501867;0.9458124064805544;635.6406550562994
376;x1, x2, x5, x6_squared;30.53847837907896;0.9446924199304912;635.6864541090833
3678;x1_squared, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6_squared;28.191465667193665;0.9489430440734308;635.6896362634806
3982;x1_squared, x2, x2_squared, x3, x4_squared, x5, x5_squared, x6, x6_squared;27.646779553856064;0.9499295133549784;635.7386315762711
3539;x1, x2, x2_squared, x3, x4, x5, x5_squared, x6_squared;28.229122269447966;0.9488748450126108;635.8231216071216
3987;x1_squared, x2, x2_squared, x3_squared, x4, x5, x5_squared, x6, x6_squared;27.67790327280125;0.9498731458583319;635.8511445474744
1610;x1, x1_squared, x2, x2_squared, x5, x6_squared;29.402597674346225;0.9467495889959104;635.8960093121076
1667;x1, x1_squared, x2, x5, x5_squared, x6_squared;29.40335324541629;0.9467482205974285;635.8985790216634
1200;x1_squared, x2, x4_squared, x5, x6_squared;30.02110115745691;0.9456294306667761;635.9777572736638
3542;x1, x2, x2_squared, x3, x4_squared, x5, x5_squared, x6;28.275665629403633;0.9487905513364329;635.987862940424
2629;x1, x1_squared, x2, x4, x5, x6, x6_squared;28.851677514225376;0.9477473486252397;636.0045203746706
375;x1, x2, x5, x6;30.6432855470365;0.9445026059272617;636.0290636180346
370;x1, x2, x4_squared, x5;30.647300760489472;0.9444953340607073;636.0421658371538
3553;x1, x2, x2_squared, x3_squared, x4, x5, x5_squared, x6;28.29122098527365;0.9487623793666441;636.0428610398176
3594;x1, x2, x3_squared, x4_squared, x5, x5_squared, x6, x6_squared;28.29678603865933;0.9487523006183876;636.0625297070717
3561;x1, x2, x2_squared, x3_squared, x5, x5_squared, x6, x6_squared;28.318640569440035;0.948712720348669;636.1397331591184
2167;x1_squared, x2, x4, x5, x6, x6_squared;29.488160794139603;0.9465946274735901;636.1865920188861
3559;x1, x2, x2_squared, x3_squared, x4_squared, x5, x6, x6_squared;28.334213042114147;0.9486845173790053;636.1947082294762
1205;x1_squared, x2, x5, x5_squared, x6_squared;30.091901438092663;0.945501205804306;636.213314674946
1604;x1, x1_squared, x2, x2_squared, x4_squared, x5;29.511353539120684;0.9465526235929727;636.2652121446205
1148;x1_squared, x2, x2_squared, x5, x6_squared;30.11458050429347;0.9454601322362574;636.288652301533
348;x1, x2, x2_squared, x5;30.7230563961861;0.9443581346614773;636.289046180316
374;x1, x2, x5, x5_squared;30.723528382885632;0.9443572798565374;636.2905824307072
2628;x1, x1_squared, x2, x4, x5, x5_squared, x6_squared;28.94406348069358;0.9475800303923431;636.3242188284506
1660;x1, x1_squared, x2, x4_squared, x5, x5_squared;29.530748061464152;0.9465174985915202;636.330909409844
1661;x1, x1_squared, x2, x4_squared, x5, x6;29.53120326709828;0.9465166741784062;636.3324508612316
4043;x1, x1_squared, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6, x6_squared;27.27095898968495;0.9506101538795863;636.3699429120279
984;x1, x2, x4, x5, x6_squared;30.157172270163205;0.9453829952069692;636.4299847532997
2552;x1, x1_squared, x2, x2_squared, x4, x5, x6_squared;28.982314937386423;0.947510754003469;636.4562880628732
1199;x1_squared, x2, x4_squared, x5, x6;30.16631129492298;0.9453664437161784;636.4602848098932
3554;x1, x2, x2_squared, x3_squared, x4, x5, x5_squared, x6_squared;28.425352299807173;0.948519457033504;636.5158499981706
1198;x1_squared, x2, x4_squared, x5, x5_squared;30.19678985915451;0.9453112446453302;636.5612689085857
3988;x1_squared, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6, x6_squared;27.875781414489282;0.9495147730203154;636.5635328603506
3543;x1, x2, x2_squared, x3, x4_squared, x5, x5_squared, x6_squared;28.439036359752894;0.9484946741274362;636.5639787498636
1609;x1, x1_squared, x2, x2_squared, x5, x6;29.599687698364587;0.9463926435008211;636.5640876952775
1142;x1_squared, x2, x2_squared, x4_squared, x5;30.20930790759842;0.9452885734775651;636.6027152164451
3936;x1, x2, x2_squared, x3, x4, x5, x5_squared, x6, x6_squared;27.88993375126158;0.9494891420281786;636.6142892687786
1608;x1, x1_squared, x2, x2_squared, x5, x5_squared;29.625784511212913;0.9463453801254736;636.6522146905169
1147;x1_squared, x2, x2_squared, x5, x6;30.22855020581728;0.9452537241659442;636.6663915261943
996;x1, x2, x5, x6, x6_squared;30.231971753518405;0.9452475274746391;636.6777098132148
1666;x1, x1_squared, x2, x5, x5_squared, x6;29.642320920599673;0.9463154313908031;636.7080167435616
2166;x1_squared, x2, x4, x5, x5_squared, x6_squared;29.643266708700725;0.9463137184943555;636.7112073608396
3557;x1, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6;28.485814213261293;0.9484099557650384;636.7283282863726
1204;x1_squared, x2, x5, x5_squared, x6;30.252962848126362;0.9452095109555655;636.7471191482466
983;x1, x2, x4, x5, x6;30.275728902605056;0.9451682798449216;636.8223431614997
1146;x1_squared, x2, x2_squared, x5, x5_squared;30.292373109981703;0.9451381358796345;636.8773034697892
982;x1, x2, x4, x5, x5_squared;30.29247880094267;0.9451379444650129;636.8776523720564
2633;x1, x1_squared, x2, x4_squared, x5, x6, x6_squared;29.123970197366912;0.9472542052148756;636.943861963978
2090;x1_squared, x2, x2_squared, x4, x5, x6_squared;29.715585812739413;0.9461827429235519;636.9548749411548
928;x1, x2, x2_squared, x4, x5;30.331298190865493;0.9450676395045051;637.0057189398447
2550;x1, x1_squared, x2, x2_squared, x4, x5, x5_squared;29.155623759267367;0.9471968781310712;637.0524885444463
2171;x1_squared, x2, x4_squared, x5, x6, x6_squared;29.75547829274095;0.9461104945127284;637.0890325742319
2551;x1, x1_squared, x2, x2_squared, x4, x5, x6;29.185546902780967;0.9471426849707157;637.1550684063105
2627;x1, x1_squared, x2, x4, x5, x5_squared, x6;29.203482082179757;0.9471102029538206;637.2165017963656
2564;x1, x1_squared, x2, x2_squared, x5, x6, x6_squared;29.211582812612637;0.9470955318955093;637.2442368694992
3937;x1, x2, x2_squared, x3, x4_squared, x5, x5_squared, x6, x6_squared;28.069746251039376;0.9491634874849001;637.2569416879055
3558;x1, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6_squared;28.645792284956677;0.9481202229270159;637.2883632639587
2635;x1, x1_squared, x2, x5, x5_squared, x6, x6_squared;29.22751372030348;0.9470666797719113;637.2987582739378
2165;x1_squared, x2, x4, x5, x5_squared, x6;29.83185724209523;0.9459721662435658;637.3453923879377
2102;x1_squared, x2, x2_squared, x5, x6, x6_squared;29.833718174710906;0.9459687959486098;637.3516302649825
990;x1, x2, x4_squared, x5, x6_squared;30.436585815828774;0.9448769553559467;637.3522432002867
2088;x1_squared, x2, x2_squared, x4, x5, x5_squared;29.834718244595305;0.9459669847435942;637.3549823551142
2173;x1_squared, x2, x5, x5_squared, x6, x6_squared;29.83506953991487;0.9459663485202117;637.3561598197329
2089;x1_squared, x2, x2_squared, x4, x5, x6;29.839487708842533;0.9459583468696809;637.3709673663303
3942;x1, x2, x2_squared, x3_squared, x4, x5, x5_squared, x6, x6_squared;28.10495453471451;0.9490997225210961;637.3822945168231
2632;x1, x1_squared, x2, x4_squared, x5, x5_squared, x6_squared;29.25434299918092;0.9470180898431236;637.390510766983
2558;x1, x1_squared, x2, x2_squared, x4_squared, x5, x6_squared;29.27149603483043;0.9469870243499172;637.4491277348856
1915;x1, x2, x4, x5, x6, x6_squared;29.880270889044517;0.9458844853309196;637.5075492531278
995;x1, x2, x5, x5_squared, x6_squared;30.50288236667333;0.9447568871014432;637.5698249382862
938;x1, x2, x2_squared, x5, x6_squared;30.52701950863191;0.9447131728438122;637.6489243386633
989;x1, x2, x4_squared, x5, x6;30.54825843743908;0.9446747074775614;637.7184743444187
2170;x1_squared, x2, x4_squared, x5, x5_squared, x6_squared;29.95659757955282;0.9457462517066267;637.7626653173835
2563;x1, x1_squared, x2, x2_squared, x5, x5_squared, x6_squared;29.376828183929856;0.9467962595646553;637.8083272985762
3426;x1, x1_squared, x2, x4, x5, x5_squared, x6, x6_squared;28.805894106585274;0.9478302659681563;637.8457089090621
3365;x1, x1_squared, x2, x2_squared, x4, x5, x6, x6_squared;28.817043579175497;0.9478100733986261;637.8844069455633
988;x1, x2, x4_squared, x5, x5_squared;30.60003800646129;0.9445809306159866;637.8878317408128
2096;x1_squared, x2, x2_squared, x4_squared, x5, x6_squared;30.002089284474426;0.9456638626602172;637.9144088462367
937;x1, x2, x2_squared, x5, x6;30.609637199233774;0.9445635457248248;637.9191966935557
932;x1, x2, x2_squared, x4_squared, x5;30.61652059245713;0.9445510793596993;637.9416818322632
994;x1, x2, x5, x5_squared, x6;30.629865034484773;0.9445269115283239;637.9852580926488
3096;x1_squared, x2, x4, x5, x5_squared, x6, x6_squared;29.43084950099046;0.9466984227215192;637.9920493375428
3943;x1, x2, x2_squared, x3_squared, x4_squared, x5, x5_squared, x6, x6_squared;28.296468353909333;0.9487528759703919;638.0614070123145
3035;x1_squared, x2, x2_squared, x4, x5, x6, x6_squared;29.463687235022043;0.9466389510090878;638.1035630339036
2556;x1, x1_squared, x2, x2_squared, x4_squared, x5, x5_squared;29.471797362608978;0.9466242629317932;638.1310850868518
1914;x1, x2, x4, x5, x5_squared, x6_squared;30.067336021238003;0.9455456957013717;638.1316466909174
2557;x1, x1_squared, x2, x2_squared, x4_squared, x5, x6;29.47263313342053;0.9466227492852879;638.1339208791551
2101;x1_squared, x2, x2_squared, x5, x5_squared, x6_squared;30.074063338837863;0.9455335120014444;638.1540183606805
3364;x1, x1_squared, x2, x2_squared, x4, x5, x5_squared, x6_squared;28.90521784898025;0.9476503828787921;638.1899193638451
936;x1, x2, x2_squared, x5, x5_squared;30.69416068347083;0.9444104670640557;638.1949497160954
2631;x1, x1_squared, x2, x4_squared, x5, x5_squared, x6;29.50576418901845;0.9465627463444889;638.2462706905675
2095;x1_squared, x2, x2_squared, x4_squared, x5, x6;30.121172537489688;0.945448193546998;638.310539745085
2169;x1_squared, x2, x4_squared, x5, x5_squared, x6;30.13265588953896;0.9454273962955748;638.3486563344804
1838;x1, x2, x2_squared, x4, x5, x6_squared;30.139687795795027;0.9454146609616964;638.3719901086727
1919;x1, x2, x4_squared, x5, x6, x6_squared;30.14335907695171;0.9454080119835118;638.3841702533458
2094;x1_squared, x2, x2_squared, x4_squared, x5, x5_squared;30.153105482157088;0.9453903604790853;638.4164985344864
2562;x1, x1_squared, x2, x2_squared, x5, x5_squared, x6;29.588208380328197;0.9464134334463304;638.5252982841281
2100;x1_squared, x2, x2_squared, x5, x5_squared, x6;30.21055076856424;0.9452863225588544;638.6068292974549
3034;x1_squared, x2, x2_squared, x4, x5, x5_squared, x6_squared;29.615343031884727;0.9463642904636648;638.616963911643
1921;x1, x2, x5, x5_squared, x6, x6_squared;30.218132007595205;0.9452725923402256;638.631920822613
1850;x1, x2, x2_squared, x5, x6, x6_squared;30.21860834993993;0.9452717296468707;638.6334971562866
1913;x1, x2, x4, x5, x5_squared, x6;30.223362778607243;0.9452631190035721;638.6492293655059
1837;x1, x2, x2_squared, x4, x5, x6;30.233165001079577;0.9452453664096963;638.6816567076581
1836;x1, x2, x2_squared, x4, x5, x5_squared;30.250721395154084;0.9452135704027389;638.739709837553
3369;x1, x1_squared, x2, x2_squared, x4_squared, x5, x6, x6_squared;29.093556825327738;0.947309286217549;638.8393801133695
3427;x1, x1_squared, x2, x4_squared, x5, x5_squared, x6, x6_squared;29.098551008170503;0.9473002413606302;638.8565445813393
3097;x1_squared, x2, x4_squared, x5, x5_squared, x6, x6_squared;29.72187091883773;0.9461713601033451;638.9760235786213
3363;x1, x1_squared, x2, x2_squared, x4, x5, x5_squared, x6;29.133602145794704;0.9472367610006523;638.9769287332516
3039;x1_squared, x2, x2_squared, x4_squared, x5, x6, x6_squared;29.734600329749114;0.9461483061415701;639.0188428406412
1918;x1, x2, x4_squared, x5, x5_squared, x6_squared;30.376414988201965;0.9449859294451436;639.1543550958786
3033;x1_squared, x2, x2_squared, x4, x5, x5_squared, x6;29.77588321771846;0.9460735395928402;639.1575844274362
3371;x1, x1_squared, x2, x2_squared, x5, x5_squared, x6, x6_squared;29.200357813729532;0.947115861249081;639.2058029503349
3368;x1, x1_squared, x2, x2_squared, x4_squared, x5, x5_squared, x6_squared;29.22109598053448;0.9470783028021006;639.2767979918108
3041;x1_squared, x2, x2_squared, x5, x5_squared, x6, x6_squared;29.816078836806806;0.9460007421733494;639.2924872693579
1844;x1, x2, x2_squared, x4_squared, x5, x6_squared;30.422198949179002;0.9449030111000903;639.3049636925762
2886;x1, x2, x4, x5, x5_squared, x6, x6_squared;29.828182877674994;0.9459788208057824;639.333074714609
2825;x1, x2, x2_squared, x4, x5, x6, x6_squared;29.860837109093197;0.9459196814309796;639.442489259137
1849;x1, x2, x2_squared, x5, x5_squared, x6_squared;30.489463032866944;0.9447811905677052;639.5258216000475
1843;x1, x2, x2_squared, x4_squared, x5, x6;30.510177543117578;0.9447436749646005;639.5937384298887
1917;x1, x2, x4_squared, x5, x5_squared, x6;30.518707671161607;0.9447282262335295;639.6216928258101
3038;x1_squared, x2, x2_squared, x4_squared, x5, x5_squared, x6_squared;29.933559407587076;0.9457879756433872;639.6857305612865
3851;x1, x1_squared, x2, x2_squared, x4, x5, x5_squared, x6, x6_squared;28.766902184932476;0.947900883397162;639.7102562990584
1842;x1, x2, x2_squared, x4_squared, x5, x5_squared;30.564356829145257;0.9446455520272725;639.7711586944774
1848;x1, x2, x2_squared, x5, x5_squared, x6;30.594233370642133;0.9445914432668252;639.8688605668583
3686;x1_squared, x2, x2_squared, x4, x5, x5_squared, x6, x6_squared;29.402166139030072;0.9467503705402217;639.8945416238178
3367;x1, x1_squared, x2, x2_squared, x4_squared, x5, x5_squared, x6;29.443009474932445;0.9466764000547677;640.0333579058154
2824;x1, x2, x2_squared, x4, x5, x5_squared, x6_squared;30.045260487998835;0.9455856762238799;640.0581994086056
3037;x1_squared, x2, x2_squared, x4_squared, x5, x5_squared, x6;30.083216166724075;0.9455169355121087;640.1844480211707
2887;x1, x2, x4_squared, x5, x5_squared, x6, x6_squared;30.113824796677417;0.9454615008820348;640.2861428290929
2829;x1, x2, x2_squared, x4_squared, x5, x6, x6_squared;30.127110703110404;0.9454374390632134;640.330252059928
2823;x1, x2, x2_squared, x4, x5, x5_squared, x6;30.175614560492818;0.9453495947723959;640.4911199730461
2831;x1, x2, x2_squared, x5, x5_squared, x6, x6_squared;30.203506458916877;0.9452990803562475;640.5835091961322
3852;x1, x1_squared, x2, x2_squared, x4_squared, x5, x5_squared, x6, x6_squared;29.06511659367925;0.9473607937081832;640.7415779035063
3687;x1_squared, x2, x2_squared, x4_squared, x5, x5_squared, x6, x6_squared;29.69804814413161;0.94621450501722;640.89583910056
2828;x1, x2, x2_squared, x4_squared, x5, x5_squared, x6_squared;30.35866060292717;0.9450180840296969;641.0958900800448
3566;x1, x2, x2_squared, x4, x5, x5_squared, x6, x6_squared;29.805205521363817;0.9460204346006216;641.2560126590554
2827;x1, x2, x2_squared, x4_squared, x5, x5_squared, x6;30.47696616811622;0.9448038233701401;641.4848257107046
1672;x1, x1_squared, x2_squared, x3, x3_squared, x5;31.163953821998856;0.9435596348351963;641.7139167102981
3567;x1, x2, x2_squared, x4_squared, x5, x5_squared, x6, x6_squared;30.095166456605675;0.9454952925996402;642.224164243235
2637;x1, x1_squared, x2_squared, x3, x3_squared, x4, x5;30.89762774083165;0.9440419722613088;642.8556475224543
1210;x1_squared, x2_squared, x3, x3_squared, x5;32.165747126711274;0.9417453085702886;642.8779198943203
2646;x1, x1_squared, x2_squared, x3, x3_squared, x5, x6;30.91887346928847;0.944003494580359;642.924385574196
2647;x1, x1_squared, x2_squared, x3, x3_squared, x5, x6_squared;31.058927849384098;0.9437498451108252;643.3763364840738
2641;x1, x1_squared, x2_squared, x3, x3_squared, x4_squared, x5;31.111490354320544;0.9436546502908888;643.5454282128381
833;x1, x1_squared, x2_squared, x3, x5;32.39215733212731;0.9413352619265377;643.5793402256556
2645;x1, x1_squared, x2_squared, x3, x3_squared, x5, x5_squared;31.13188327582301;0.9436177171102356;643.610954616832
2184;x1_squared, x2_squared, x3, x3_squared, x5, x6;31.78718569866656;0.9424309130143906;643.6940309532345
3446;x1, x1_squared, x2_squared, x3, x3_squared, x5, x6, x6_squared;30.60042986157463;0.9445802209356355;643.8891123032888
2175;x1_squared, x2_squared, x3, x3_squared, x4, x5;31.91395597840799;0.9422013220927279;644.0920472014791
3433;x1, x1_squared, x2_squared, x3, x3_squared, x4, x5, x6;30.681208533588364;0.9444339244235811;644.1527433709769
839;x1, x1_squared, x2_squared, x3_squared, x5;32.59781578712162;0.9409627983307627;644.2122352142338
503;x1_squared, x2_squared, x3, x5;33.33727736632086;0.9396235754005231;644.4553277719576
3434;x1, x1_squared, x2_squared, x3, x3_squared, x4, x5, x6_squared;30.791403438844597;0.944234352805439;644.5112608302251
1677;x1, x1_squared, x2_squared, x3, x4, x5;32.0539874504856;0.9419477141114118;644.5298655469003
1000;x1, x2_squared, x3, x3_squared, x5;32.722129749881844;0.9407376559918494;644.5928666180932
3432;x1, x1_squared, x2_squared, x3, x3_squared, x4, x5, x5_squared;30.82339224125181;0.9441764185747775;644.6150956475874
2185;x1_squared, x2_squared, x3, x3_squared, x5, x6_squared;32.09361541919713;0.9418759447512852;644.6534180164543
3116;x1_squared, x2_squared, x3, x3_squared, x5, x6, x6_squared;31.47544160953851;0.9429955060159352;644.7084676727064
2183;x1_squared, x2_squared, x3, x3_squared, x5, x5_squared;32.11179276216825;0.941843024157163;644.7100404847843
2179;x1_squared, x2_squared, x3, x3_squared, x4_squared, x5;32.124677064658044;0.9418196896745884;644.7501557112197
1686;x1, x1_squared, x2_squared, x3, x5, x6;32.13504549773002;0.9418009116288978;644.7824261062618
3439;x1, x1_squared, x2_squared, x3, x3_squared, x4_squared, x5, x6;30.878385282751747;0.9440768218624506;644.7933500132418
3444;x1, x1_squared, x2_squared, x3, x3_squared, x5, x5_squared, x6;30.905836035602064;0.9440271063955439;644.8822100945728
3103;x1_squared, x2_squared, x3, x3_squared, x4, x5, x6;31.568762634182743;0.942826494319327;645.0045173855179
509;x1_squared, x2_squared, x3_squared, x5;33.53608334970758;0.9392635221684017;645.049904048495
1692;x1, x1_squared, x2_squared, x3_squared, x4, x5;32.24067318492774;0.941609611600955;645.1105864255578
3889;x1, x1_squared, x2_squared, x3, x3_squared, x4, x5, x6, x6_squared;30.374387033770407;0.9449896022297108;645.1476787908264
3440;x1, x1_squared, x2_squared, x3, x3_squared, x4_squared, x5, x6_squared;31.005013665290498;0.9438474879277535;645.2025988955825
3445;x1, x1_squared, x2_squared, x3, x3_squared, x5, x5_squared, x6_squared;31.02290906210411;0.9438150779602411;645.2602999970323
1224;x1_squared, x2_squared, x3, x5, x6;32.948642159181944;0.9403274242488466;645.2827117379211
1932;x1, x2_squared, x3, x3_squared, x5, x6;32.302139618486216;0.9414982910677765;645.3010536502445
1681;x1, x1_squared, x2_squared, x3, x4_squared, x5;32.31113156402711;0.9414820059489892;645.3288867731753
1685;x1, x1_squared, x2_squared, x3, x5, x5_squared;32.33042805209271;0.9414470584953047;645.3885898148512
3438;x1, x1_squared, x2_squared, x3, x3_squared, x4_squared, x5, x5_squared;31.063055734602486;0.9437423691868646;645.3896260958547
1701;x1, x1_squared, x2_squared, x3_squared, x5, x6;32.350714157354936;0.9414103187672422;645.4513163074097
1215;x1_squared, x2_squared, x3, x4, x5;33.0167795967794;0.9402040220040172;645.4892971277101
1687;x1, x1_squared, x2_squared, x3, x5, x6_squared;32.39094448553048;0.9413374584868717;645.5755958955357
3109;x1_squared, x2_squared, x3, x3_squared, x4_squared, x5, x6;31.758221566918177;0.9424833693292054;645.602870521661
3114;x1_squared, x2_squared, x3, x3_squared, x5, x5_squared, x6;31.7651443125859;0.942470831693716;645.6246664249456
3102;x1_squared, x2_squared, x3, x3_squared, x4, x5, x5_squared;31.808819729044462;0.9423917320881998;645.7620667711035
3893;x1, x1_squared, x2_squared, x3, x3_squared, x4_squared, x5, x6, x6_squared;30.563016216831446;0.944647979981343;645.7667724032065
2656;x1, x1_squared, x2_squared, x3, x4, x5, x6;31.830220797955555;0.9423529730735011;645.8293244467084
1923;x1, x2_squared, x3, x3_squared, x4, x5;32.47752033017085;0.9411806628404058;645.8425234273988
3895;x1, x1_squared, x2_squared, x3, x3_squared, x5, x5_squared, x6, x6_squared;30.590020121328983;0.9445990737918581;645.855088234667
3104;x1_squared, x2_squared, x3, x3_squared, x4, x5, x6_squared;31.841072110333897;0.942333320495505;645.8634098625614
1239;x1_squared, x2_squared, x3_squared, x5, x6;33.15994911761749;0.9399447307702179;645.9219862224644
1696;x1, x1_squared, x2_squared, x3_squared, x4_squared, x5;32.507441028029426;0.9411264741093234;645.9346084247505
